 -1.00000000000000000000e+00	 1.85791853829271356321e-06	 1.85088422876058021059e-06	 1.85844731166671197598e-06	 3.87919972886587342224e-04	 3.88216389233212160349e-04	 3.88105864206591459706e-04	 4.28414106197032187699e-04	 8.47458736082538688144e-05	 8.80941863705888433562e-05	 3.85433831411898983853e-04	 3.65528707322748677177e-06	 4.75251907295150722595e-06	 4.75233611920045506541e-06	 4.75251204743555280996e-06	 
 -9.79999999999999982236e-01	 1.89772281657197638810e-06	 1.89052051146323757213e-06	 1.89827940809154197247e-06	 3.95213773009296545722e-04	 3.95507006286552407603e-04	 3.95389011049521112325e-04	 4.36499532228214377500e-04	 8.63826996581250702465e-05	 8.98069571355104704410e-05	 3.92668829403700384798e-04	 3.73465593649810602311e-06	 4.85383617645630252910e-06	 4.85364975484416432078e-06	 4.85382927343510875873e-06	 
 -9.59999999999999964473e-01	 1.93809383279727589228e-06	 1.93072067805102467339e-06	 1.93867903841712788384e-06	 4.02583478022706736047e-04	 4.02873188473636698135e-04	 4.02747666260277591838e-04	 4.44670121617227664598e-04	 8.80380373355413558536e-05	 9.15394422339378297741e-05	 3.99978955651755644415e-04	 3.81518633566479253692e-06	 4.95658195470096431766e-06	 4.95639203401581855256e-06	 4.95657518420856734234e-06	 
 -9.39999999999999946709e-01	 1.97899992962145587736e-06	 1.97145317576220743252e-06	 1.97961443565584492921e-06	 4.10019254986726576842e-04	 4.10305079571582852725e-04	 4.10172156041618634313e-04	 4.52915240408331232300e-04	 8.97100157948036228128e-05	 9.32897322679745902123e-05	 4.07354637708542510581e-04	 3.89682208443576601805e-06	 5.06067380295768015939e-06	 5.06048036136774559521e-06	 5.06066717732703385115e-06	 
 -9.19999999999999928946e-01	 2.02040678291062690791e-06	 2.01268387965959840924e-06	 2.02105084478242169732e-06	 4.17510593318830703757e-04	 4.17792310891075470859e-04	 4.17652241431758284966e-04	 4.61223672920201954034e-04	 9.13966553013561915607e-05	 9.50558010531664436754e-05	 4.14785622993672797344e-04	 3.97950219203713740187e-06	 5.16602253072247458670e-06	 5.16582555051521317638e-06	 5.16601606610318365677e-06	 
 -9.00000000000000022204e-01	 2.06227705486846385547e-06	 2.05437568350991315962e-06	 2.06295040691882859517e-06	 4.25046174953549093980e-04	 4.25323736494891623764e-04	 4.25176927825675430445e-04	 4.69583368897863678935e-04	 9.30958314840918675940e-05	 9.68354729195543105372e-05	 4.22260891549467538494e-04	 4.06316034286682709335e-06	 5.27253121153507892186e-06	 5.27233067923095572653e-06	 5.27252492848415188541e-06	 
 -8.80000000000000115463e-01	 2.10457054320470680916e-06	 2.09648857867511578319e-06	 2.10527232193287577245e-06	 4.32613929008288794487e-04	 4.32887465646383177813e-04	 4.32734440075686172759e-04	 4.77981455606994775145e-04	 9.48052803257074959333e-05	 9.86264248869968431334e-05	 4.29768682460148637465e-04	 4.14772499774062787531e-06	 5.38009555957476018004e-06	 5.37989146406938163129e-06	 5.38008948090199555454e-06	 
 -8.59999999999999986677e-01	 2.14724447376199658550e-06	 2.13897977822436409409e-06	 2.14797316408884748194e-06	 4.40201184651341237159e-04	 4.40470962466648740651e-04	 4.40312182496864295243e-04	 4.86404289189554370123e-04	 9.65226123816895692021e-05	 1.00426193673660107378e-04	 4.37296578520238437421e-04	 4.23311944571720851356e-06	 5.48860469359863061944e-06	 5.48839701945022017060e-06	 5.48859883555369057711e-06	 
 -8.40000000000000079936e-01	 2.19025281318716405463e-06	 2.18180321938228242597e-06	 2.19100613730109521803e-06	 4.47794413258140492577e-04	 4.48060856238129351717e-04	 4.47896708890132232411e-04	 4.94837315412716268956e-04	 9.82452841582732923657e-05	 1.02232154191973228651e-04	 4.44831334425562787381e-04	 4.31926112588954870427e-06	 5.59793938286881200364e-06	 5.59772810869939139609e-06	 5.59793375363416356396e-06	 
 -8.20000000000000062172e-01	 2.23354616649209422090e-06	 2.22490959113295646654e-06	 2.23432138038513104661e-06	 4.55379324127208585070e-04	 4.55643005269466220414e-04	 4.55473821753435339360e-04	 5.03265103613296680904e-04	 9.99706068307365460120e-05	 1.04041533339454606629e-04	 4.52358900460423545616e-04	 4.40606174095130668762e-06	 5.70797208184098605482e-06	 5.70775718222521474468e-06	 5.70796668255519227078e-06	 
