1.00000000000000005551e-01	1.20485932352970837034e-02
1.04712854805089961019e-01	1.24014020080065560936e-02
1.09647819614318520198e-01	1.27618069370260545092e-02
1.14815362149688293680e-01	1.31298698508203522811e-02
1.20226443461741300256e-01	1.35056496453535134633e-02
1.25892541179416728170e-01	1.38892024175355753568e-02
1.31825673855640701504e-01	1.42805816374741781360e-02
1.38038426460288493614e-01	1.46798383725162875230e-02
1.44543977074592738807e-01	1.50870215365352527970e-02
1.51356124843620820641e-01	1.55021781821058513701e-02
1.58489319246111343142e-01	1.59253537065427372421e-02
1.65958690743756076547e-01	1.63565922387508173863e-02
1.73780082874937569226e-01	1.67959370774375636726e-02
1.81970085860998359584e-01	1.72434310652019653909e-02
1.90546071796324739678e-01	1.76991169453487896812e-02
1.99526231496887973549e-01	1.81630369028159856237e-02
2.08929613085403975692e-01	1.86352332433206147044e-02
2.18776162394955259183e-01	1.91157481906436624297e-02
2.29086765276777321043e-01	1.96046236495538116207e-02
2.39883291901949097236e-01	2.01019010399858359672e-02
2.51188643150958013095e-01	2.06076209376787680694e-02
2.63026799189538251778e-01	2.11218221929015681493e-02
2.75422870333816627308e-01	2.16445407665513678275e-02
2.88403150312660561116e-01	2.21758080951078365151e-02
3.01995172040201653729e-01	2.27156489408650262563e-02
3.16227766016837941176e-01	2.32640786825493613155e-02
3.31131121482591161964e-01	2.38210999684319267578e-02
3.46736850452531664146e-01	2.43866985407178785139e-02
3.63078054770101354976e-01	2.49608381392045532154e-02
3.80189396320561201481e-01	2.55434544727604351255e-02
3.98107170553497313747e-01	2.61344479617618558054e-02
4.16869383470335419517e-01	2.67336752157863385970e-02
4.36515832240166046230e-01	2.73409384796604593149e-02
4.57088189614875073374e-01	2.79559743467726919131e-02
4.78630092322638311941e-01	2.85784425392600939519e-02
5.01187233627272354930e-01	2.92079118142869915975e-02
5.24807460249772539385e-01	2.98438470007108963555e-02
5.49540873857624623255e-01	3.04855926207236692382e-02
5.75439937337157036978e-01	3.11323548952702998383e-02
6.02559586074357778074e-01	3.17831885259056631798e-02
6.30957344480193249581e-01	3.24369703822617108657e-02
6.60693448007595995897e-01	3.30923620578981170226e-02
6.91830970918936638547e-01	3.37477893831289177395e-02
7.24435960074990226154e-01	3.44014437913111245648e-02
7.58577575029183770461e-01	3.50512591870170905906e-02
7.94328234724281490031e-01	3.56949014656496310671e-02
8.31763771102670967927e-01	3.63297537954910820801e-02
8.70963589956080697085e-01	3.69529082904967512424e-02
9.12010839355909874726e-01	3.75611620504623863748e-02
9.54992586021435885257e-01	3.81510186257478234317e-02
9.99999999999999888978e-01	3.87186972689418373861e-02
1.04712854805089983223e+00	3.92601468919096599497e-02
1.09647819614318531301e+00	3.97710621464710187278e-02
1.14815362149688282578e+00	4.02469129480325996107e-02
1.20226443461741272500e+00	4.06829895001006580646e-02
1.25892541179416705965e+00	4.10744464465264413899e-02
1.31825673855640723708e+00	4.14163402876581432377e-02
1.38038426460288499165e+00	4.17036147477871377287e-02
1.44543977074592744358e+00	4.19312209024196094753e-02
1.51356124843620798437e+00	4.20942247435395905386e-02
1.58489319246111382000e+00	4.21878853750948246137e-02
1.65958690743756065444e+00	4.22077470714719779621e-02
1.73780082874937535919e+00	4.21497301282967307134e-02
1.81970085860998342930e+00	4.20102252373458703860e-02
1.90546071796324767433e+00	4.17861807164519247215e-02
1.99526231496887973549e+00	4.14751696822842214063e-02
2.08929613085403964590e+00	4.10754327022069265496e-02
2.18776162394955253632e+00	4.05859325802324019672e-02
2.29086765276777271083e+00	4.00064711286815880009e-02
2.39883291901949080582e+00	3.93377428416173957615e-02
2.51188643150958057504e+00	3.85813615060832185155e-02
2.63026799189538174062e+00	3.77398753091131994308e-02
2.75422870333816627308e+00	3.68167622028261753986e-02
2.88403150312660683241e+00	3.58164081695625594048e-02
3.01995172040201653729e+00	3.47440674801581875220e-02
3.16227766016837952279e+00	3.36058008952284659188e-02
3.31131121482591206373e+00	3.24084035718679511207e-02
3.46736850452531619737e+00	3.11593041107153523317e-02
3.63078054770101443793e+00	2.98664587464373409986e-02
3.80189396320561057152e+00	2.85382301069778722413e-02
3.98107170553497224930e+00	2.71832586667415908310e-02
4.16869383470335552744e+00	2.58103305813890543385e-02
4.36515832240165835287e+00	2.44282415837555680338e-02
4.57088189614875073374e+00	2.30456631312655826904e-02
4.78630092322638489577e+00	2.16710080973916835445e-02
5.01187233627272288317e+00	2.03123109890487804630e-02
5.24807460249772717020e+00	1.89771168986406502110e-02
5.49540873857624490029e+00	1.76723840723431412092e-02
5.75439937337156948161e+00	1.64044055510500046136e-02
6.02559586074357955710e+00	1.51787598495937703369e-02
6.30957344480193160763e+00	1.40002727372671876421e-02
6.60693448007596106919e+00	1.28729614962069978390e-02
6.91830970918936305480e+00	1.18000295020331581741e-02
7.24435960074990159541e+00	1.07838742387633846481e-02
7.58577575029184103528e+00	9.82610808488560555363e-03
7.94328234724281401213e+00	8.92759978204959309123e-03
8.31763771102671078950e+00	8.08852229411912392043e-03
8.70963589956080319610e+00	7.30841525917313734190e-03
9.12010839355909830317e+00	6.58625263001863265472e-03
9.54992586021436196120e+00	5.92051544385183495245e-03
9.99999999999999822364e+00	5.30926827645996669836e-03
1.04712854805089961019e+01	4.75023696130616717576e-03
1.09647819614318535741e+01	4.24088458563229818432e-03
1.14815362149688269255e+01	3.77846319621759525742e-03
1.20226443461741325791e+01	3.36000580320957578304e-03
1.25892541179416692643e+01	2.98249158495030855173e-03
1.31825673855640701504e+01	2.64292224549387633550e-03
1.38038426460288530251e+01	2.33835894110735742490e-03
1.44543977074592735477e+01	2.06595485395932691730e-03
1.51356124843620847287e+01	1.82297627736123751645e-03
1.58489319246111293182e+01	1.60682423854149902288e-03
1.65958690743756065444e+01	1.41505222925199475141e-03
1.73780082874937598092e+01	1.24538023214948640784e-03
1.81970085860998302962e+01	1.09570422955328899972e-03
1.90546071796324731906e+01	9.63957095116832040488e-04
1.99526231496888044603e+01	8.47819264603907885025e-04
2.08929613085403929063e+01	7.45205489319955517377e-04
2.18776162394955306922e+01	6.54530673407915757067e-04
2.29086765276777271083e+01	5.74411898203100370480e-04
2.39883291901949036173e+01	5.03639730662002967944e-04
2.51188643150958093031e+01	4.41179236020656346216e-04
2.63026799189538174062e+01	3.86132587295377391595e-04
2.75422870333816689481e+01	3.37646163190819404570e-04
2.88403150312660514487e+01	2.94980941427530737788e-04
3.01995172040201644847e+01	2.57505428171421869941e-04
3.16227766016838032215e+01	2.24616083970609890005e-04
3.31131121482591055383e+01	1.95779153476089540871e-04
3.46736850452531655264e+01	1.70541712490397158464e-04
3.63078054770101488202e+01	1.48485903231711198003e-04
3.80189396320561172615e+01	1.29148017964773892006e-04
3.98107170553497340393e+01	1.12233354268230237842e-04
4.16869383470335321817e+01	9.74637562828433150902e-05
4.36515832240166048450e+01	8.45726233939059435446e-05
4.57088189614875233246e+01	7.33329640513533093484e-05
4.78630092322638347468e+01	6.35542984091116112955e-05
5.01187233627272377134e+01	5.50517264587268247470e-05
5.24807460249772503857e+01	4.76491637630119442299e-05
5.49540873857624561083e+01	4.12258183661543963112e-05
5.75439937337157090269e+01	3.56594432186143218272e-05
6.02559586074357653729e+01	3.08363418417985550384e-05
6.30957344480193356162e+01	2.66665801119800850391e-05
6.60693448007595804938e+01	2.30720451696393287987e-05
6.91830970918936571934e+01	1.99782361841184130538e-05
7.24435960074990248359e+01	1.73225356871839807689e-05
7.58577575029183606148e+01	1.50381104260751466271e-05
7.94328234724281543322e+01	1.30707719446403528279e-05
8.31763771102671398694e+01	1.13754841771122609437e-05
8.70963589956080568300e+01	9.90636822093625860433e-06
9.12010839355909865844e+01	8.61406284478780727475e-06
9.54992586021435698740e+01	7.44706318376742136680e-06
1.00000000000000000000e+02	6.42619924175179900558e-06
1.04712854805089918386e+02	5.54312562062222330823e-06
1.09647819614318564163e+02	4.77974140825583743028e-06
1.14815362149688283466e+02	4.12055002060810650078e-06
1.20226443461741254737e+02	3.55227899402501933460e-06
1.25892541179416824093e+02	3.06211466078260264966e-06
1.31825673855640758347e+02	2.63873894055191528233e-06
1.38038426460288462749e+02	2.27403942609752380869e-06
1.44543977074592675081e+02	1.95969617927900488546e-06
1.51356124843620875708e+02	1.68842790232271213975e-06
1.58489319246111335815e+02	1.45440591081118741112e-06
1.65958690743755965968e+02	1.25294324042446837525e-06
1.73780082874937647830e+02	1.07966352188319927725e-06
1.81970085860998352700e+02	9.31193498691374548605e-07
1.90546071796324639536e+02	8.02193655119690396652e-07
1.99526231496888101447e+02	6.90568157443350392463e-07
2.08929613085403985906e+02	5.94186312374884571146e-07
2.18776162394955207446e+02	5.10968449864059541075e-07
2.29086765276777498457e+02	4.39243776565285801142e-07
2.39883291901949149860e+02	3.77463855905343014072e-07
2.51188643150958000660e+02	3.24255040860287398529e-07
2.63026799189537996426e+02	2.78340764786184755520e-07
2.75422870333816774746e+02	2.38823087196020038857e-07
2.88403150312660613963e+02	2.04835514235203744073e-07
3.01995172040201453001e+02	1.75567970771028917052e-07
3.16227766016838131691e+02	1.50384296825032001201e-07
3.31131121482591140648e+02	1.28805845821844823454e-07
3.46736850452531541578e+02	1.10216272362346989860e-07
3.63078054770101573467e+02	9.42440820285977113719e-08
3.80189396320561286302e+02	8.05727845096832959219e-08
3.98107170553497155652e+02	6.88867016881755582665e-08
4.16869383470335776565e+02	5.88765037480944321628e-08
4.36515832240166162137e+02	5.02958804392108268097e-08
4.57088189614874977451e+02	4.29895638872414353051e-08
4.78630092322638063251e+02	3.67490963669609154313e-08
5.01187233627272519243e+02	3.13981370304013706814e-08
5.24807460249772589123e+02	2.67934639773392244409e-08
5.49540873857624205812e+02	2.26801459346669347807e-08
5.75439937337157289221e+02	1.88765562117613585638e-08
6.02559586074357753205e+02	1.62725364596194204910e-08
6.30957344480193114578e+02	1.39799754424053898310e-08
