21.1831  2.20361e-31  1.91392e-31  2.55405e-31
22.3607  1.93354e-31  1.67671e-31  2.2577e-31
23.6037  1.69495e-31  1.46755e-31  1.99306e-31
24.9158  1.48448e-31  1.28338e-31  1.75578e-31
26.3008  1.29907e-31  1.12145e-31  1.54672e-31
27.7629  1.13594e-31  9.79245e-32  1.36087e-31
29.3062  9.92597e-32  8.54509e-32  1.1952e-31
30.9353  8.66773e-32  7.45214e-32  1.05013e-31
32.6549  7.56447e-32  6.49547e-32  9.20972e-32
34.4702  6.59803e-32  5.65883e-32  8.06842e-32
36.3864  5.75221e-32  4.9278e-32  7.08963e-32
38.409  5.01255e-32  4.28954e-32  6.2059e-32
40.5442  4.36625e-32  3.73096e-32  5.42957e-32
42.798  3.80195e-32  3.24412e-32  4.75125e-32
45.1771  3.30949e-32  2.82003e-32  4.1487e-32
47.6884  2.88004e-32  2.4508e-32  3.623e-32
50.3394  2.50569e-32  2.1295e-32  3.1657e-32
53.1377  2.17956e-32  1.85005e-32  2.75927e-32
56.0916  1.89555e-32  1.60706e-32  2.40622e-32
59.2096  1.64837e-32  1.39591e-32  2.09773e-32
62.501  1.43327e-32  1.21245e-32  1.82598e-32
65.9754  1.24614e-32  1.05306e-32  1.59034e-32
69.6429  1.08336e-32  9.14607e-33  1.38434e-32
73.5143  9.41804e-33  7.94365e-33  1.20732e-32
77.6009  8.18717e-33  6.89947e-33  1.05167e-32
81.9146  7.11707e-33  5.99275e-33  9.1539e-33
86.4682  6.18677e-33  5.20544e-33  7.96357e-33
91.2748  5.37811e-33  4.52182e-33  6.93225e-33
96.3487  4.67523e-33  3.92824e-33  6.03e-33
101.705  4.06435e-33  3.41288e-33  5.25063e-33
107.358  3.53347e-33  2.96552e-33  4.57227e-33
113.326  3.07225e-33  2.57714e-33  3.9791e-33
119.626  2.67166e-33  2.24018e-33  3.46493e-33
126.276  2.32394e-33  1.94787e-33  3.01907e-33
133.295  2.02184e-33  1.69408e-33  2.62945e-33
140.705  1.75938e-33  1.46804e-33  2.29185e-33
148.527  1.53135e-33  1.26955e-33  1.99864e-33
156.783  1.33323e-33  1.09795e-33  1.74234e-33
165.499  1.1611e-33  9.49616e-34  1.5197e-33
174.699  1.01151e-33  8.21413e-34  1.32598e-33
184.41  8.81489e-34  7.10617e-34  1.16069e-33
194.661  7.68448e-34  6.14865e-34  1.01373e-33
205.482  6.70137e-34  5.32108e-34  8.85447e-34
216.905  5.846e-34  4.60566e-34  7.72967e-34
228.962  5.10145e-34  3.98706e-34  6.7469e-34
241.69  4.45308e-34  3.45198e-34  5.88925e-34
255.125  3.8881e-34  2.98901e-34  5.14087e-34
269.307  3.39558e-34  2.58827e-34  4.48282e-34
284.278  2.96601e-34  2.24125e-34  3.9094e-34
300.081  2.59116e-34  1.94064e-34  3.40715e-34
316.762  2.26465e-34  1.68015e-34  2.96758e-34
334.37  1.97947e-34  1.45436e-34  2.58553e-34
352.957  1.73152e-34  1.25862e-34  2.25129e-34
372.578  1.51509e-34  1.08891e-34  1.95874e-34
393.289  1.32593e-34  9.41772e-35  1.70517e-34
415.152  1.1607e-34  8.14222e-35  1.48452e-34
438.23  1.01638e-34  7.03683e-35  1.29171e-34
462.59  8.90346e-35  6.07916e-35  1.12519e-34
488.305  7.80319e-35  5.24987e-35  9.8107e-35
515.45  6.84303e-35  4.53218e-35  8.55213e-35
544.103  6.00537e-35  3.91142e-35  7.46827e-35
574.349  5.27475e-35  3.36414e-35  6.28567e-35
606.277  4.63754e-35  2.89063e-35  5.53308e-35
639.979  4.08172e-35  2.48294e-35  4.87557e-35
675.555  3.59711e-35  2.1323e-35  4.30132e-35
713.108  3.17393e-35  1.8311e-35  3.799e-35
752.749  2.80404e-35  1.57264e-35  3.35923e-35
794.594  2.48715e-35  1.35107e-35  2.97385e-35
838.764  2.21289e-35  1.16129e-35  2.64325e-35
885.39  1.97149e-35  9.98878e-36  2.3558e-35
934.608  1.75855e-35  8.5995e-36  2.10199e-35
986.562  1.57028e-35  7.41157e-36  1.87738e-35
1041.4  1.40338e-35  6.39591e-36  1.67814e-35
1099.29  1.25505e-35  5.52737e-36  1.50099e-35
1160.4  1.12291e-35  4.78432e-36  1.34312e-35
1224.91  1.00487e-35  4.14817e-36  1.20209e-35
1293  8.99176e-36  3.60293e-36  1.07582e-35
1364.88  8.04328e-36  3.13501e-36  9.62538e-36
1440.75  7.19044e-36  2.73275e-36  8.60718e-36
1520.84  6.42238e-36  2.38631e-36  7.69067e-36
1605.38  5.74064e-36  2.08733e-36  6.8648e-36
1694.62  5.13657e-36  1.8287e-36  6.13595e-36
1788.82  4.59186e-36  1.60447e-36  5.4828e-36
1888.26  4.1001e-36  1.40958e-36  4.88888e-36
1993.23  3.65401e-36  1.23979e-36  4.35007e-36
2104.03  3.25068e-36  1.09153e-36  3.87192e-36
2220.99  2.88753e-36  9.61781e-37  3.4424e-36
2344.46  2.56213e-36  8.47999e-37  3.0573e-36
2474.78  2.27211e-36  7.48033e-37  2.71373e-36
2612.35  2.01517e-36  6.60059e-37  2.40889e-36
2757.57  1.78894e-36  5.82529e-37  2.13995e-36
2910.86  1.591e-36  5.14116e-37  1.90404e-36
3072.67  1.41887e-36  4.53688e-37  1.69823e-36
3243.48  1.27e-36  4.0027e-37  1.51958e-36
3423.78  1.14184e-36  3.5302e-37  1.36514e-36
3614.11  1.03188e-36  3.11207e-37  1.232e-36
3815.01  9.37701e-37  2.74193e-37  1.11739e-36
4027.08  8.5701e-37  2.41424e-37  1.01871e-36
4250.94  7.87727e-37  2.12415e-37  9.33545e-37
4487.25  7.28822e-37  1.86736e-37  8.59785e-37
4736.69  6.85559e-37  1.6401e-37  7.9577e-37
